Model Performance Summary:

Overall Metrics:
MSE: 0.0340
RMSE: 0.1844
MAE: 0.1425
R2_Score: 0.4154
Pearson_Correlation: 0.6673

Gene Performance:
Mean Gene Correlation: 0.6300
Mean Spearman Correlation: 0.6049
Best Performing Genes Pearson: Cdk19, SLY, CDR1, MYB, Slc9a6
Best Performing Genes Spearman: Cdk19, MYB, CDR1, Crybg1, Lin28b

Temporal Performance:
Time-lagged Correlation: 0.6300
DTW Distance: 3.5600
Direction Accuracy: 0.7124
Change Magnitude Ratio: 0.7194

Gene Analysis Summary:

Top 5 Most Connected Genes:
Gmpr: correlation 0.6085, connections: 6
Dap: correlation 0.5990, connections: 4
Tbc1d24: correlation 0.5973, connections: 9
Amph: correlation 0.5972, connections: 6
Cplx2: correlation 0.5943, connections: 6
Sox4: correlation 0.5943, connections: 6
Wdr37: correlation 0.5891, connections: 6
Ankrd33b: correlation 0.5865, connections: 4
DYNLT2A2: correlation 0.5644, connections: 9
Gm16387: correlation 0.5622, connections: 10
Tbp: correlation 0.5502, connections: 9
Mzf1: correlation 0.5460, connections: 10
Zfp607a: correlation 0.5093, connections: 10
Cyp2b9: correlation 0.5024, connections: 10
Slc8a2: correlation 0.4999, connections: 10
Cyp2b13: correlation 0.4993, connections: 10
3425401B19Rik: correlation 0.4992, connections: 3
Dyrk1b: correlation 0.4983, connections: 10
H4c2: correlation 0.4978, connections: 6
Abt1: correlation 0.4975, connections: 6
Zfp850: correlation 0.4942, connections: 10
Ly96: correlation 0.4790, connections: 27
Odad1: correlation 0.4744, connections: 10
Prx: correlation 0.4711, connections: 10
Satb2: correlation 0.4671, connections: 27
Ankrd28: correlation 0.4591, connections: 3
Fgf21: correlation 0.4575, connections: 10
Klf7: correlation 0.4509, connections: 27
Kbtbd3: correlation 0.4507, connections: 9
Colq: correlation 0.4507, connections: 3
Ino80d: correlation 0.4453, connections: 27
Gm7293: correlation 0.4435, connections: 9
Gm16485: correlation 0.4417, connections: 9
Mars2: correlation 0.4358, connections: 27
Tbc1d8: correlation 0.4326, connections: 27
Amotl1: correlation 0.4251, connections: 9
Wdr12: correlation 0.4214, connections: 27
Plekhb2: correlation 0.4184, connections: 27
Fzd7: correlation 0.4167, connections: 27
Map4k4: correlation 0.4121, connections: 27
Ikzf2: correlation 0.4049, connections: 27
Arhgef4: correlation 0.3954, connections: 27
Gramd2a: correlation 0.3946, connections: 9
Fli1: correlation 0.3550, connections: 9
Dpp10: correlation 0.3524, connections: 27
Col5a3: correlation 0.3470, connections: 9
Rnf152: correlation 0.3466, connections: 27
Dusp23: correlation 0.3438, connections: 27
Macir: correlation 0.3407, connections: 27
Pfkfb2: correlation 0.3400, connections: 27
Inhbb: correlation 0.3386, connections: 27
Zfp846: correlation 0.3357, connections: 9
Ets1: correlation 0.3329, connections: 9
Klhl20: correlation 0.3324, connections: 27
Hnrnpu: correlation 0.3318, connections: 27
Zfp648: correlation 0.3309, connections: 27
1700025G04Rik: correlation 0.3278, connections: 27
Klhdc8a: correlation 0.3258, connections: 27
Zbtb41: correlation 0.3243, connections: 27
STUM: correlation 0.3226, connections: 27
Adora1: correlation 0.3219, connections: 27
Fbxl12os: correlation 0.3216, connections: 9
Mdm4: correlation 0.3127, connections: 27
Phlpp1: correlation 0.3076, connections: 27

Temporal Analysis:
Best predicted time point: 13
Worst predicted time point: 16
Mean accuracy: 0.6752
Std of accuracy: 0.1512

I only changed the weight decay from 1e-4 to 1e-5 from best performed settings
