Gene Performance:
Mean Gene Correlation: 0.6806
Mean Spearman Correlation: 0.6488
Best Performing Genes Pearson: Nlgn1, Tsc22d2, Nlrc3, Bcl6, Atp13a3
Best Performing Genes Spearman: Nlgn1, Tsc22d2, Bcl6, Nlrc3, Zfp467

Temporal Performance:
Time-lagged Correlation: 0.6806
DTW Distance: 3.7720
Direction Accuracy: 0.7275

Gene Analysis Summary:

Top 5 Most Connected Genes:
Plekhb2: correlation 0.6440, connections: 27
Wdr12: correlation 0.6433, connections: 27
Kbtbd3: correlation 0.6393, connections: 9
Ikzf2: correlation 0.6375, connections: 27
Gramd2a: correlation 0.6375, connections: 9
Klf7: correlation 0.6341, connections: 27
Satb2: correlation 0.6336, connections: 27
Gabra1: correlation 0.6326, connections: 10
Gm7293: correlation 0.6320, connections: 9
Ebf1: correlation 0.6306, connections: 10
Mzf1: correlation 0.6287, connections: 10
Itk: correlation 0.6275, connections: 10
Aff4: correlation 0.6238, connections: 10
Arhgef4: correlation 0.6225, connections: 27
Gm16485: correlation 0.6199, connections: 9
Tbc1d8: correlation 0.6195, connections: 27
Trim7: correlation 0.6185, connections: 10
Amotl1: correlation 0.6175, connections: 9
H4c2: correlation 0.6173, connections: 6
Mars2: correlation 0.6142, connections: 27
Pappa: correlation 0.6131, connections: 10
Ppp2ca: correlation 0.6089, connections: 10
Gm16387: correlation 0.6088, connections: 10
Abt1: correlation 0.6075, connections: 6
Map4k4: correlation 0.6028, connections: 27
Ly96: correlation 0.6005, connections: 27
Hnrnph1: correlation 0.5998, connections: 10
Tmem38b: correlation 0.5887, connections: 10
Tmem245: correlation 0.5850, connections: 10
Ankrd33b: correlation 0.5804, connections: 4
Bach2: correlation 0.5793, connections: 10
Pakap: correlation 0.5752, connections: 10
Zfp292: correlation 0.5748, connections: 10
Mmp16: correlation 0.5718, connections: 10
Cyp7a1: correlation 0.5695, connections: 10
Dap: correlation 0.5685, connections: 4
CIBAR1: correlation 0.5631, connections: 10
Cyp2b13: correlation 0.5577, connections: 10
Cyp2b9: correlation 0.5559, connections: 10
Odad1: correlation 0.5492, connections: 10
Aptx: correlation 0.5456, connections: 10
Fbxl12os: correlation 0.5423, connections: 9
Ccl21d: correlation 0.5409, connections: 10
Col5a3: correlation 0.5379, connections: 9
Zfp846: correlation 0.5352, connections: 9
Fli1: correlation 0.5287, connections: 9
Zfp607a: correlation 0.5136, connections: 10
Fgf21: correlation 0.5116, connections: 10
Ets1: correlation 0.5103, connections: 9
Dyrk1b: correlation 0.5073, connections: 10
Macir: correlation 0.5045, connections: 27
Zfp850: correlation 0.4969, connections: 10
Prx: correlation 0.4890, connections: 10
Rnf152: correlation 0.4799, connections: 27
Pfkfb2: correlation 0.4718, connections: 27
Inhbb: correlation 0.4695, connections: 27
1700025G04Rik: correlation 0.4594, connections: 27
Zfp648: correlation 0.4582, connections: 27
Klhdc8a: correlation 0.4577, connections: 27
Dusp23: correlation 0.4576, connections: 27
Adora1: correlation 0.4575, connections: 27
Mdm4: correlation 0.4542, connections: 27
Hnrnpu: correlation 0.4516, connections: 27
Dpp10: correlation 0.4480, connections: 27
Klhl20: correlation 0.4457, connections: 27
Zbtb41: correlation 0.4441, connections: 27
Phlpp1: correlation 0.4415, connections: 27
STUM: correlation 0.4232, connections: 27

Temporal Analysis:
Best predicted time point: 28
Worst predicted time point: 8
Mean accuracy: 0.6861
Std of accuracy: 0.1739
